Category,Message
0,"['[', ""'im"", ""'"", ',', ""'gon"", ""'"", ',', ""'na"", ""'"", ',', ""'be"", ""'"", ',', ""'home"", ""'"", ',', ""'soon"", ""'"", ',', ""'and"", ""'"", ',', ""'"", ""'"", ',', ""'dont"", ""'"", ',', ""'want"", ""'"", ',', ""'to"", ""'"", ',', ""'talk"", ""'"", ',', ""'about"", ""'"", ',', ""'thi"", ""'"", ',', ""'stuff"", ""'"", ',', ""'anymor"", ""'"", ',', ""'tonight"", ""'"", ',', ""'"", 'k', ""'"", ',', ""'ive"", ""'"", ',', ""'cri"", ""'"", ',', ""'enough"", ""'"", ',', ""'today"", ""'"", ']']"
1,"['[', ""'six"", ""'"", ',', ""'chanc"", ""'"", ',', ""'to"", ""'"", ',', ""'win"", ""'"", ',', ""'cash"", ""'"", ',', ""'from"", ""'"", ',', ""'100"", ""'"", ',', ""'to"", ""'"", ',', ""'20000"", ""'"", ',', ""'pound"", ""'"", ',', ""'txt"", ""'"", ',', ""'csh11"", ""'"", ',', ""'and"", ""'"", ',', ""'send"", ""'"", ',', ""'to"", ""'"", ',', ""'87575"", ""'"", ',', ""'cost"", ""'"", ',', ""'150pday"", ""'"", ',', ""'6day"", ""'"", ',', ""'16"", ""'"", ',', ""'tsandc"", ""'"", ',', ""'appli"", ""'"", ',', ""'repli"", ""'"", ',', ""'hl"", ""'"", ',', ""'"", '4', ""'"", ',', ""'info"", ""'"", ']']"
1,"['[', ""'urgent"", ""'"", ',', ""'you"", ""'"", ',', ""'have"", ""'"", ',', ""'won"", ""'"", ',', ""'"", ""'"", ',', ""'"", '1', ""'"", ',', ""'week"", ""'"", ',', ""'free"", ""'"", ',', ""'membership"", ""'"", ',', ""'in"", ""'"", ',', ""'our"", ""'"", ',', ""'100000"", ""'"", ',', ""'prize"", ""'"", ',', ""'jackpot"", ""'"", ',', ""'txt"", ""'"", ',', ""'the"", ""'"", ',', ""'word"", ""'"", ',', ""'claim"", ""'"", ',', ""'to"", ""'"", ',', ""'no"", ""'"", ',', ""'81010"", ""'"", ',', ""'tc"", ""'"", ',', ""'wwwdbuknet"", ""'"", ',', ""'lccltd"", ""'"", ',', ""'pobox"", ""'"", ',', ""'4403ldnw1a7rw18"", ""'"", ']']"
0,"['[', ""'ive"", ""'"", ',', ""'been"", ""'"", ',', ""'search"", ""'"", ',', ""'for"", ""'"", ',', ""'the"", ""'"", ',', ""'right"", ""'"", ',', ""'word"", ""'"", ',', ""'to"", ""'"", ',', ""'thank"", ""'"", ',', ""'you"", ""'"", ',', ""'for"", ""'"", ',', ""'thi"", ""'"", ',', ""'breather"", ""'"", ',', ""'"", ""'"", ',', ""'promis"", ""'"", ',', ""'"", ""'"", ',', ""'wont"", ""'"", ',', ""'take"", ""'"", ',', ""'your"", ""'"", ',', ""'help"", ""'"", ',', ""'for"", ""'"", ',', ""'grant"", ""'"", ',', ""'and"", ""'"", ',', ""'will"", ""'"", ',', ""'fulfil"", ""'"", ',', ""'mi"", ""'"", ',', ""'promis"", ""'"", ',', ""'you"", ""'"", ',', ""'have"", ""'"", ',', ""'been"", ""'"", ',', ""'wonder"", ""'"", ',', ""'and"", ""'"", ',', ""'"", ""'"", ',', ""'bless"", ""'"", ',', ""'at"", ""'"", ',', ""'all"", ""'"", ',', ""'time"", ""'"", ']']"
0,"['[', ""'"", ""'"", ',', ""'have"", ""'"", ',', ""'"", ""'"", ',', ""'date"", ""'"", ',', ""'on"", ""'"", ',', ""'sunday"", ""'"", ',', ""'with"", ""'"", ',', ""'will"", ""'"", ']']"
1,"['[', ""'xxxmobilemovieclub"", ""'"", ',', ""'to"", ""'"", ',', ""'use"", ""'"", ',', ""'your"", ""'"", ',', ""'credit"", ""'"", ',', ""'click"", ""'"", ',', ""'the"", ""'"", ',', ""'wap"", ""'"", ',', ""'link"", ""'"", ',', ""'in"", ""'"", ',', ""'the"", ""'"", ',', ""'next"", ""'"", ',', ""'txt"", ""'"", ',', ""'messag"", ""'"", ',', ""'or"", ""'"", ',', ""'click"", ""'"", ',', ""'here"", ""'"", ',', ""'httpwap"", ""'"", ',', ""'xxxmobilemovieclubcomnqjkgighjjgcbl"", ""'"", ']']"
0,"['[', ""'oh"", ""'"", ',', ""'kim"", ""'"", ',', ""'watch"", ""'"", ',', ""'here"", ""'"", ']']"
0,"['[', ""'eh"", ""'"", ',', ""'"", 'u', ""'"", ',', ""'rememb"", ""'"", ',', ""'how"", ""'"", ',', ""'"", '2', ""'"", ',', ""'spell"", ""'"", ',', ""'hi"", ""'"", ',', ""'name"", ""'"", ',', ""'ye"", ""'"", ',', ""'"", ""'"", ',', ""'did"", ""'"", ',', ""'he"", ""'"", ',', ""'"", 'v', ""'"", ',', ""'naughti"", ""'"", ',', ""'make"", ""'"", ',', ""'until"", ""'"", ',', ""'"", ""'"", ',', ""'"", 'v', ""'"", ',', ""'wet"", ""'"", ']']"
0,"['[', ""'fine"", ""'"", ',', ""'if"", ""'"", ',', ""'that"", ""'"", ',', ""'the"", ""'"", ',', ""'way"", ""'"", ',', ""'"", 'u', ""'"", ',', ""'feel"", ""'"", ',', ""'that"", ""'"", ',', ""'the"", ""'"", ',', ""'way"", ""'"", ',', ""'it"", ""'"", ',', ""'gota"", ""'"", ',', ""'"", 'b', ""'"", ']']"
1,"['[', ""'england"", ""'"", ',', ""'"", 'v', ""'"", ',', ""'macedonia"", ""'"", ',', ""'dont"", ""'"", ',', ""'miss"", ""'"", ',', ""'the"", ""'"", ',', ""'goalsteam"", ""'"", ',', ""'new"", ""'"", ',', ""'txt"", ""'"", ',', ""'ur"", ""'"", ',', ""'nation"", ""'"", ',', ""'team"", ""'"", ',', ""'to"", ""'"", ',', ""'87077"", ""'"", ',', ""'eg"", ""'"", ',', ""'england"", ""'"", ',', ""'to"", ""'"", ',', ""'87077"", ""'"", ',', ""'trywal"", ""'"", ',', ""'scotland"", ""'"", ',', ""'4txtú120"", ""'"", ',', ""'poboxox36504w45wq"", ""'"", ',', ""'16"", ""'"", ']']"
0,"['[', ""'i"", ""'"", ',', ""'that"", ""'"", ',', ""'serious"", ""'"", ',', ""'how"", ""'"", ',', ""'you"", ""'"", ',', ""'spell"", ""'"", ',', ""'hi"", ""'"", ',', ""'name"", ""'"", ']']"
0,"['[', ""'im"", ""'"", ',', ""'go"", ""'"", ',', ""'to"", ""'"", ',', ""'tri"", ""'"", ',', ""'for"", ""'"", ',', ""'"", '2', ""'"", ',', ""'month"", ""'"", ',', ""'ha"", ""'"", ',', ""'ha"", ""'"", ',', ""'onli"", ""'"", ',', ""'joke"", ""'"", ']']"
0,"['[', ""'so"", ""'"", ',', ""'"", 'ü', ""'"", ',', ""'pay"", ""'"", ',', ""'first"", ""'"", ',', ""'lar"", ""'"", ',', ""'then"", ""'"", ',', ""'when"", ""'"", ',', ""'i"", ""'"", ',', ""'da"", ""'"", ',', ""'stock"", ""'"", ',', ""'comin"", ""'"", ']']"
0,"['[', ""'aft"", ""'"", ',', ""'"", ""'"", ',', ""'finish"", ""'"", ',', ""'mi"", ""'"", ',', ""'lunch"", ""'"", ',', ""'then"", ""'"", ',', ""'"", ""'"", ',', ""'go"", ""'"", ',', ""'str"", ""'"", ',', ""'down"", ""'"", ',', ""'lor"", ""'"", ',', ""'ard"", ""'"", ',', ""'"", '3', ""'"", ',', ""'smth"", ""'"", ',', ""'lor"", ""'"", ',', ""'"", 'u', ""'"", ',', ""'finish"", ""'"", ',', ""'ur"", ""'"", ',', ""'lunch"", ""'"", ',', ""'alreadi"", ""'"", ']']"
0,"['[', ""'ffffffffff"", ""'"", ',', ""'alright"", ""'"", ',', ""'no"", ""'"", ',', ""'way"", ""'"", ',', ""'"", ""'"", ',', ""'can"", ""'"", ',', ""'meet"", ""'"", ',', ""'up"", ""'"", ',', ""'with"", ""'"", ',', ""'you"", ""'"", ',', ""'sooner"", ""'"", ']']"
0,"['[', ""'just"", ""'"", ',', ""'forc"", ""'"", ',', ""'myself"", ""'"", ',', ""'to"", ""'"", ',', ""'eat"", ""'"", ',', ""'"", ""'"", ',', ""'slice"", ""'"", ',', ""'im"", ""'"", ',', ""'realli"", ""'"", ',', ""'not"", ""'"", ',', ""'hungri"", ""'"", ',', ""'tho"", ""'"", ',', ""'thi"", ""'"", ',', ""'suck"", ""'"", ',', ""'mark"", ""'"", ',', ""'i"", ""'"", ',', ""'get"", ""'"", ',', ""'worri"", ""'"", ',', ""'he"", ""'"", ',', ""'know"", ""'"", ',', ""'im"", ""'"", ',', ""'sick"", ""'"", ',', ""'when"", ""'"", ',', ""'"", ""'"", ',', ""'turn"", ""'"", ',', ""'down"", ""'"", ',', ""'pizza"", ""'"", ',', ""'lol"", ""'"", ']']"
0,"['[', ""'lol"", ""'"", ',', ""'your"", ""'"", ',', ""'alway"", ""'"", ',', ""'so"", ""'"", ',', ""'convinc"", ""'"", ']']"
0,"['[', ""'did"", ""'"", ',', ""'you"", ""'"", ',', ""'catch"", ""'"", ',', ""'the"", ""'"", ',', ""'bu"", ""'"", ',', ""'are"", ""'"", ',', ""'you"", ""'"", ',', ""'fri"", ""'"", ',', ""'an"", ""'"", ',', ""'egg"", ""'"", ',', ""'did"", ""'"", ',', ""'you"", ""'"", ',', ""'make"", ""'"", ',', ""'"", ""'"", ',', ""'tea"", ""'"", ',', ""'are"", ""'"", ',', ""'you"", ""'"", ',', ""'eat"", ""'"", ',', ""'your"", ""'"", ',', ""'mom"", ""'"", ',', ""'left"", ""'"", ',', ""'over"", ""'"", ',', ""'dinner"", ""'"", ',', ""'do"", ""'"", ',', ""'you"", ""'"", ',', ""'feel"", ""'"", ',', ""'mi"", ""'"", ',', ""'love"", ""'"", ']']"
0,"['[', ""'im"", ""'"", ',', ""'back"", ""'"", ',', ""'amp"", ""'"", ',', ""'were"", ""'"", ',', ""'pack"", ""'"", ',', ""'the"", ""'"", ',', ""'car"", ""'"", ',', ""'now"", ""'"", ',', ""'ill"", ""'"", ',', ""'let"", ""'"", ',', ""'you"", ""'"", ',', ""'know"", ""'"", ',', ""'if"", ""'"", ',', ""'there"", ""'"", ',', ""'room"", ""'"", ']']"
0,"['[', ""'ahhh"", ""'"", ',', ""'work"", ""'"", ',', ""'"", ""'"", ',', ""'vagu"", ""'"", ',', ""'rememb"", ""'"", ',', ""'that"", ""'"", ',', ""'what"", ""'"", ',', ""'doe"", ""'"", ',', ""'it"", ""'"", ',', ""'feel"", ""'"", ',', ""'like"", ""'"", ',', ""'lol"", ""'"", ']']"
0,"['[', ""'wait"", ""'"", ',', ""'that"", ""'"", ',', ""'still"", ""'"", ',', ""'not"", ""'"", ',', ""'all"", ""'"", ',', ""'that"", ""'"", ',', ""'clear"", ""'"", ',', ""'were"", ""'"", ',', ""'you"", ""'"", ',', ""'not"", ""'"", ',', ""'sure"", ""'"", ',', ""'about"", ""'"", ',', ""'me"", ""'"", ',', ""'be"", ""'"", ',', ""'sarcast"", ""'"", ',', ""'or"", ""'"", ',', ""'that"", ""'"", ',', ""'that"", ""'"", ',', ""'whi"", ""'"", ',', ""'"", 'x', ""'"", ',', ""'doesnt"", ""'"", ',', ""'want"", ""'"", ',', ""'to"", ""'"", ',', ""'live"", ""'"", ',', ""'with"", ""'"", ',', ""'u"", ""'"", ']']"
0,"['[', ""'yeah"", ""'"", ',', ""'he"", ""'"", ',', ""'got"", ""'"", ',', ""'in"", ""'"", ',', ""'at"", ""'"", ',', ""'"", '2', ""'"", ',', ""'and"", ""'"", ',', ""'wa"", ""'"", ',', ""'"", 'v', ""'"", ',', ""'apologet"", ""'"", ',', ""'n"", ""'"", ',', ""'had"", ""'"", ',', ""'fallen"", ""'"", ',', ""'out"", ""'"", ',', ""'and"", ""'"", ',', ""'she"", ""'"", ',', ""'wa"", ""'"", ',', ""'actin"", ""'"", ',', ""'like"", ""'"", ',', ""'spoilt"", ""'"", ',', ""'child"", ""'"", ',', ""'and"", ""'"", ',', ""'he"", ""'"", ',', ""'got"", ""'"", ',', ""'caught"", ""'"", ',', ""'up"", ""'"", ',', ""'in"", ""'"", ',', ""'that"", ""'"", ',', ""'till"", ""'"", ',', ""'"", '2', ""'"", ',', ""'but"", ""'"", ',', ""'we"", ""'"", ',', ""'wont"", ""'"", ',', ""'go"", ""'"", ',', ""'there"", ""'"", ',', ""'not"", ""'"", ',', ""'do"", ""'"", ',', ""'too"", ""'"", ',', ""'badli"", ""'"", ',', ""'cheer"", ""'"", ',', ""'you"", ""'"", ']']"
0,"['[', ""'"", 'k', ""'"", ',', ""'tell"", ""'"", ',', ""'me"", ""'"", ',', ""'anyth"", ""'"", ',', ""'about"", ""'"", ',', ""'you"", ""'"", ']']"
0,"['[', ""'for"", ""'"", ',', ""'fear"", ""'"", ',', ""'of"", ""'"", ',', ""'faint"", ""'"", ',', ""'with"", ""'"", ',', ""'the"", ""'"", ',', ""'of"", ""'"", ',', ""'all"", ""'"", ',', ""'that"", ""'"", ',', ""'housework"", ""'"", ',', ""'you"", ""'"", ',', ""'just"", ""'"", ',', ""'did"", ""'"", ',', ""'quick"", ""'"", ',', ""'have"", ""'"", ',', ""'"", ""'"", ',', ""'cuppa"", ""'"", ']']"
1,"['[', ""'thank"", ""'"", ',', ""'for"", ""'"", ',', ""'your"", ""'"", ',', ""'subscript"", ""'"", ',', ""'to"", ""'"", ',', ""'rington"", ""'"", ',', ""'uk"", ""'"", ',', ""'your"", ""'"", ',', ""'mobil"", ""'"", ',', ""'will"", ""'"", ',', ""'be"", ""'"", ',', ""'charg"", ""'"", ',', ""'5month"", ""'"", ',', ""'pleas"", ""'"", ',', ""'confirm"", ""'"", ',', ""'bi"", ""'"", ',', ""'repli"", ""'"", ',', ""'ye"", ""'"", ',', ""'or"", ""'"", ',', ""'no"", ""'"", ',', ""'if"", ""'"", ',', ""'you"", ""'"", ',', ""'repli"", ""'"", ',', ""'no"", ""'"", ',', ""'you"", ""'"", ',', ""'will"", ""'"", ',', ""'not"", ""'"", ',', ""'be"", ""'"", ',', ""'charg"", ""'"", ']']"
0,"['[', ""'yup"", ""'"", ',', ""'ok"", ""'"", ',', ""'"", ""'"", ',', ""'go"", ""'"", ',', ""'home"", ""'"", ',', ""'look"", ""'"", ',', ""'at"", ""'"", ',', ""'the"", ""'"", ',', ""'time"", ""'"", ',', ""'then"", ""'"", ',', ""'"", ""'"", ',', ""'msg"", ""'"", ',', ""'"", 'ü', ""'"", ',', ""'again"", ""'"", ',', ""'xuhui"", ""'"", ',', ""'go"", ""'"", ',', ""'to"", ""'"", ',', ""'learn"", ""'"", ',', ""'on"", ""'"", ',', ""'2nd"", ""'"", ',', ""'may"", ""'"", ',', ""'too"", ""'"", ',', ""'but"", ""'"", ',', ""'her"", ""'"", ',', ""'lesson"", ""'"", ',', ""'i"", ""'"", ',', ""'at"", ""'"", ',', ""'8am"", ""'"", ']']"
0,"['[', ""'oop"", ""'"", ',', ""'ill"", ""'"", ',', ""'let"", ""'"", ',', ""'you"", ""'"", ',', ""'know"", ""'"", ',', ""'when"", ""'"", ',', ""'mi"", ""'"", ',', ""'roommat"", ""'"", ',', ""'done"", ""'"", ']']"
0,"['[', ""'"", ""'"", ',', ""'see"", ""'"", ',', ""'the"", ""'"", ',', ""'letter"", ""'"", ',', ""'"", 'b', ""'"", ',', ""'on"", ""'"", ',', ""'mi"", ""'"", ',', ""'car"", ""'"", ']']"
0,"['[', ""'anyth"", ""'"", ',', ""'lor"", ""'"", ',', ""'"", 'u', ""'"", ',', ""'decid"", ""'"", ']']"
0,"['[', ""'hello"", ""'"", ',', ""'how"", ""'"", ',', ""'you"", ""'"", ',', ""'and"", ""'"", ',', ""'how"", ""'"", ',', ""'did"", ""'"", ',', ""'saturday"", ""'"", ',', ""'go"", ""'"", ',', ""'"", ""'"", ',', ""'wa"", ""'"", ',', ""'just"", ""'"", ',', ""'text"", ""'"", ',', ""'to"", ""'"", ',', ""'see"", ""'"", ',', ""'if"", ""'"", ',', ""'youd"", ""'"", ',', ""'decid"", ""'"", ',', ""'to"", ""'"", ',', ""'do"", ""'"", ',', ""'anyth"", ""'"", ',', ""'tomo"", ""'"", ',', ""'not"", ""'"", ',', ""'that"", ""'"", ',', ""'im"", ""'"", ',', ""'tri"", ""'"", ',', ""'to"", ""'"", ',', ""'invit"", ""'"", ',', ""'myself"", ""'"", ',', ""'or"", ""'"", ',', ""'anyth"", ""'"", ']']"
0,"['[', ""'pl"", ""'"", ',', ""'go"", ""'"", ',', ""'ahead"", ""'"", ',', ""'with"", ""'"", ',', ""'watt"", ""'"", ',', ""'"", ""'"", ',', ""'just"", ""'"", ',', ""'want"", ""'"", ',', ""'to"", ""'"", ',', ""'be"", ""'"", ',', ""'sure"", ""'"", ',', ""'do"", ""'"", ',', ""'have"", ""'"", ',', ""'"", ""'"", ',', ""'great"", ""'"", ',', ""'weekend"", ""'"", ',', ""'abiola"", ""'"", ']']"
0,"['[', ""'did"", ""'"", ',', ""'"", ""'"", ',', ""'forget"", ""'"", ',', ""'to"", ""'"", ',', ""'tell"", ""'"", ',', ""'you"", ""'"", ',', ""'"", ""'"", ',', ""'want"", ""'"", ',', ""'you"", ""'"", ',', ""'"", ""'"", ',', ""'need"", ""'"", ',', ""'you"", ""'"", ',', ""'"", ""'"", ',', ""'crave"", ""'"", ',', ""'you"", ""'"", ',', ""'but"", ""'"", ',', ""'most"", ""'"", ',', ""'of"", ""'"", ',', ""'all"", ""'"", ',', ""'"", ""'"", ',', ""'love"", ""'"", ',', ""'you"", ""'"", ',', ""'mi"", ""'"", ',', ""'sweet"", ""'"", ',', ""'arabian"", ""'"", ',', ""'steed"", ""'"", ',', ""'mmmmmm"", ""'"", ',', ""'yummi"", ""'"", ']']"
1,"['[', ""'07732584351"", ""'"", ',', ""'rodger"", ""'"", ',', ""'burn"", ""'"", ',', ""'msg"", ""'"", ',', ""'we"", ""'"", ',', ""'tri"", ""'"", ',', ""'to"", ""'"", ',', ""'call"", ""'"", ',', ""'you"", ""'"", ',', ""'re"", ""'"", ',', ""'your"", ""'"", ',', ""'repli"", ""'"", ',', ""'to"", ""'"", ',', ""'our"", ""'"", ',', ""'sm"", ""'"", ',', ""'for"", ""'"", ',', ""'"", ""'"", ',', ""'free"", ""'"", ',', ""'nokia"", ""'"", ',', ""'mobil"", ""'"", ',', ""'free"", ""'"", ',', ""'camcord"", ""'"", ',', ""'pleas"", ""'"", ',', ""'call"", ""'"", ',', ""'now"", ""'"", ',', ""'08000930705"", ""'"", ',', ""'for"", ""'"", ',', ""'deliveri"", ""'"", ',', ""'tomorrow"", ""'"", ']']"
0,"['[', ""'who"", ""'"", ',', ""'are"", ""'"", ',', ""'you"", ""'"", ',', ""'see"", ""'"", ']']"
0,"['[', ""'great"", ""'"", ',', ""'"", ""'"", ',', ""'hope"", ""'"", ',', ""'you"", ""'"", ',', ""'like"", ""'"", ',', ""'your"", ""'"", ',', ""'man"", ""'"", ',', ""'well"", ""'"", ',', ""'endow"", ""'"", ',', ""'"", ""'"", ',', ""'am"", ""'"", ',', ""'ltgt"", ""'"", ',', ""'inch"", ""'"", ']']"
0,"['[', ""'no"", ""'"", ',', ""'callsmessagesmiss"", ""'"", ',', ""'call"", ""'"", ']']"
0,"['[', ""'didnt"", ""'"", ',', ""'you"", ""'"", ',', ""'get"", ""'"", ',', ""'hep"", ""'"", ',', ""'"", 'b', ""'"", ',', ""'immunis"", ""'"", ',', ""'in"", ""'"", ',', ""'nigeria"", ""'"", ']']"
0,"['[', ""'fair"", ""'"", ',', ""'enough"", ""'"", ',', ""'anyth"", ""'"", ',', ""'go"", ""'"", ',', ""'on"", ""'"", ']']"
0,"['[', ""'yeah"", ""'"", ',', ""'hope"", ""'"", ',', ""'if"", ""'"", ',', ""'tyler"", ""'"", ',', ""'cant"", ""'"", ',', ""'do"", ""'"", ',', ""'it"", ""'"", ',', ""'"", ""'"", ',', ""'could"", ""'"", ',', ""'mayb"", ""'"", ',', ""'ask"", ""'"", ',', ""'around"", ""'"", ',', ""'"", ""'"", ',', ""'bit"", ""'"", ']']"
0,"['[', ""'"", 'u', ""'"", ',', ""'dont"", ""'"", ',', ""'know"", ""'"", ',', ""'how"", ""'"", ',', ""'stubborn"", ""'"", ',', ""'"", ""'"", ',', ""'am"", ""'"", ',', ""'"", ""'"", ',', ""'didnt"", ""'"", ',', ""'even"", ""'"", ',', ""'want"", ""'"", ',', ""'to"", ""'"", ',', ""'go"", ""'"", ',', ""'to"", ""'"", ',', ""'the"", ""'"", ',', ""'hospit"", ""'"", ',', ""'"", ""'"", ',', ""'kept"", ""'"", ',', ""'tell"", ""'"", ',', ""'mark"", ""'"", ',', ""'im"", ""'"", ',', ""'not"", ""'"", ',', ""'"", ""'"", ',', ""'weak"", ""'"", ',', ""'sucker"", ""'"", ',', ""'hospit"", ""'"", ',', ""'are"", ""'"", ',', ""'for"", ""'"", ',', ""'weak"", ""'"", ',', ""'sucker"", ""'"", ']']"
0,"['[', ""'what"", ""'"", ',', ""'you"", ""'"", ',', ""'think"", ""'"", ',', ""'about"", ""'"", ',', ""'me"", ""'"", ',', ""'first"", ""'"", ',', ""'time"", ""'"", ',', ""'you"", ""'"", ',', ""'saw"", ""'"", ',', ""'me"", ""'"", ',', ""'in"", ""'"", ',', ""'class"", ""'"", ']']"
